STATIONS_ID,MESS_DATUM,Wind_max,Wind_mittel,Niederschlag,Niederschlag_art,Sonnendauer,Schnee,Bedeckung,Dampfdruck,Luftdruck,Temperatur_mittel,Feuchte_mittel,Temperatur_max_2m,Temperatur_min_2m,Temperatur_min_5cm
       1303,20190810,   18.0,   5.6,      0.0,   6,    7.033,-999,   3.9,  14.6,  993.43,   21.1,   59.58,   25.1,   18.0,   16.4
       1303,20190811,   10.1,   3.4,      0.0,   0,    5.250,-999,   5.8,  12.5,  997.41,   18.9,   57.42,   22.6,   16.0,   13.7
       1303,20190812,   15.6,   2.8,     14.1,   6,    6.217,-999,   4.0,  13.4,  997.57,   16.1,   75.29,   23.8,   12.3,   11.6
       1303,20190813,   10.0,   3.2,      0.4,   6,    3.967,-999,   5.8,  12.9,  999.67,   14.2,   81.25,   19.6,   11.8,   10.1
       1303,20190814,    9.6,   2.8,      4.6,   6,    8.967,-999,   3.9,  12.0,  999.22,   16.3,   67.63,   22.5,    9.5,    8.4
       1303,20190815,   11.8,   3.5,      6.7,   6,    2.683,-999,   6.8,  16.2,  993.99,   16.9,   84.46,   20.9,   14.4,   12.3
       1303,20190816,    9.5,   2.8,      1.4,   6,    4.917,-999,   5.9,  14.4,  997.99,   17.4,   74.00,   21.5,   13.1,   11.1
       1303,20190817,   12.7,   3.3,     11.6,   6,    0.050,-999,   7.7,  17.4,  991.26,   17.9,   84.92,   20.5,   15.8,   14.6
       1303,20190818,    8.8,   2.6,      8.2,   6,    0.900,-999,   7.2,  16.8,  989.98,   15.9,   92.71,   18.4,   13.1,   12.8
       1303,20190819,   10.2,   3.5,      0.0,   6,    8.567,-999,   3.5,  12.8,  998.63,   17.0,   67.17,   21.6,   13.0,   11.4
       1303,20190820,   12.6,   2.6,      2.6,   6,    8.217,-999,   3.7,  13.1, 1005.26,   15.8,   74.38,   21.1,   12.3,   10.1
       1303,20190821,    4.9,   1.6,      0.0,   0,   12.450,-999,   1.5,  11.9, 1009.98,   16.9,   64.33,   21.9,   10.7,    7.0
       1303,20190822,    7.3,   2.2,      0.0,   0,   13.050,-999,   1.1,  11.7, 1007.88,   20.1,   51.08,   25.5,   13.9,    9.6
       1303,20190823,    6.7,   2.5,      0.0,   0,   12.850,-999,   2.9,  13.2, 1007.20,   21.5,   53.83,   27.2,   12.6,   10.5
       1303,20190824,    7.1,   1.9,      0.0,   0,   13.133,-999,   0.0,  12.9, 1003.15,   23.0,   47.67,   29.5,   14.7,   10.7
       1303,20190825,    5.6,   1.7,      0.0,   0,   10.233,-999,   1.3,  16.6, 1001.45,   24.6,   54.13,   30.3,   16.8,   13.3
       1303,20190826,    7.3,   1.7,      0.0,   6,   10.933,-999,   1.0,  19.1, 1000.28,   25.1,   61.25,   32.6,   18.8,   16.3
       1303,20190827,    7.4,   1.8,      0.6,   6,   10.500,-999,   2.3,  18.4,  997.82,   26.0,   56.33,   32.4,   19.6,   17.1
       1303,20190828,    7.6,   2.5,     11.5,   6,    9.000,-999,   6.3,  17.7,  996.81,   25.2,   55.38,   29.1,   21.8,   19.6
       1303,20190829,    8.4,   2.0,      0.0,   0,    5.000,-999,   5.7,  17.9, 1001.63,   20.4,   75.46,   23.8,   17.0,   15.4
       1303,20190830,    5.4,   1.5,      0.0,   0,   11.483,-999,   0.9,  14.2, 1004.65,   19.3,   65.21,   24.4,   14.0,   11.6
       1303,20190831,   17.1,   2.5,      1.9,   6,   10.567,-999,   2.0,  16.5,  995.55,   23.2,   60.00,   30.8,   14.7,   11.5
       1303,20190901,    7.3,   2.3,      0.3,   6,    2.567,-999,   6.0,  13.8,  997.43,   16.9,   72.08,   19.7,   12.8,    8.3
       1303,20190902,    8.3,   2.2,      0.0,   0,   10.767,-999,   2.3,  10.4, 1005.11,   14.9,   63.83,   20.4,    9.6,    7.2
       1303,20190903,    9.2,   2.7,      0.0,   6,    1.567,-999,   7.0,  12.5, 1005.50,   15.3,   71.67,   18.6,   11.6,    9.3
       1303,20190904,   10.4,   3.4,      3.7,   6,    4.800,-999,   6.6,  14.1,  998.60,   16.6,   76.25,   22.7,   12.6,   11.4
       1303,20190905,   11.7,   3.3,      0.2,   6,    4.017,-999,   4.1,  12.1, 1002.15,   13.3,   79.96,   17.7,    8.8,    5.0
       1303,20190906,    8.1,   2.7,      2.8,   6,    9.467,-999,   3.4,   9.8, 1005.15,   13.4,   67.29,   18.8,    6.4,    3.6
       1303,20190907,    8.1,   2.1,      0.9,   6,    3.967,-999,   5.7,  12.6, 1000.67,   13.9,   79.96,   17.7,   11.2,    8.6
       1303,20190908,    7.2,   2.2,      0.0,   6,    2.183,-999,   7.0,  12.5, 1000.78,   13.0,   83.71,   16.3,   10.9,   10.7
       1303,20190909,    5.5,   1.7,      0.0,   0,    5.150,-999,   6.9,  10.9,  997.85,   13.3,   72.96,   17.7,   10.0,    7.0
       1303,20190910,    6.7,   1.7,      0.0,   0,    9.567,-999,   1.4,  10.1, 1000.14,   14.4,   64.21,   19.6,    9.0,    4.7
       1303,20190911,    9.8,   3.0,      4.2,   6,    3.683,-999,   6.1,  12.7, 1004.37,   13.9,   79.54,   18.6,   11.0,    8.8
       1303,20190912,    9.5,   3.3,      0.1,   6,    4.767,-999,   5.6,  16.3, 1009.51,   18.3,   79.08,   22.7,   14.8,   14.7
       1303,20190913,    7.9,   3.0,      1.5,   6,    2.350,-999,   5.9,  15.4, 1013.90,   17.2,   78.58,   20.6,   12.7,   10.8
       1303,20190914,    6.3,   2.2,      0.0,   0,   11.750,-999,   1.3,  10.0, 1013.91,   15.2,   60.50,   20.8,    9.2,    6.6
       1303,20190915,    8.2,   2.5,      0.1,   6,   11.350,-999,   2.2,  11.7, 1005.68,   17.3,   61.08,   23.9,   11.3,    7.7
       1303,20190916,    5.6,   1.5,      2.4,   6,    0.000,-999,   7.8,  15.5, 1002.64,   14.2,   95.38,   15.9,   12.3,   10.6
       1303,20190917,   12.7,   2.5,      0.0,   6,    3.317,-999,   5.2,  11.4, 1003.90,   12.8,   77.71,   16.8,    7.9,    3.2
       1303,20190918,    8.9,   2.3,      0.0,   0,    6.967,-999,   3.8,   9.6, 1008.84,   11.4,   73.00,   17.2,    5.5,    1.7
       1303,20190919,    6.8,   2.1,      0.0,   0,   10.367,-999,   2.4,   8.8, 1012.12,   11.4,   67.63,   16.2,    5.6,    1.1
       1303,20190920,    5.9,   2.1,      0.0,   0,   11.250,-999,   2.1,   8.2, 1009.90,   13.3,   55.67,   19.2,    6.4,    2.8
       1303,20190921,    9.7,   3.6,      0.0,   0,   11.600,-999,   0.0,   8.5, 1000.97,   17.1,   45.21,   25.1,    9.8,    5.6
       1303,20190922,    8.5,   4.0,      2.7,   6,    8.567,-999,   4.5,  12.9,  992.13,   20.6,   53.08,   27.1,   13.8,    9.6
       1303,20190923,    7.4,   2.4,      0.9,   6,    2.083,-999,   7.3,  15.3,  996.68,   15.8,   85.46,   19.2,   13.6,   10.1
       1303,20190924,   11.4,   3.9,      1.3,   6,    1.033,-999,   6.9,  13.2,  992.47,   15.1,   78.08,   19.0,   11.2,    8.2
       1303,20190925,    9.6,   3.2,      2.7,   6,    0.650,-999,   7.8,  14.6,  988.60,   14.9,   86.33,   18.3,   13.2,   12.6
       1303,20190926,   13.4,   3.1,      7.8,   6,    0.167,-999,   7.7,  16.6,  991.03,   15.5,   94.04,   17.2,   13.0,   12.8
       1303,20190927,   11.2,   3.8,      0.5,   6,    4.333,-999,   6.8,  13.8,  991.45,   15.2,   81.13,   18.9,   12.7,   12.1
       1303,20190928,   13.5,   5.5,      3.8,   6,    0.983,-999,   7.1,  14.0,  993.52,   14.2,   86.25,   16.8,   12.8,   12.4
       1303,20190929,   16.0,   4.9,     37.5,   6,    0.117,-999,   7.6,  14.6,  984.25,   14.5,   88.00,   16.8,   13.2,   12.4
       1303,20190930,   16.8,   4.4,     10.4,   6,    1.017,-999,   7.4,  13.2,  990.65,   13.8,   83.92,   16.4,   11.8,   11.6
       1303,20191001,   12.4,   3.8,     18.1,   8,    0.000,-999,   7.5,  15.5,  984.09,   14.4,   94.67,   16.0,   12.1,   11.9
       1303,20191002,   11.3,   3.2,      1.1,   6,    5.283,   0,   4.6,  10.2,  992.40,   10.0,   82.88,   14.1,    7.7,    6.5
       1303,20191003,    8.2,   2.6,      1.2,   6,    0.333,   0,   7.4,  11.2,  999.10,    9.4,   94.88,   13.9,    7.3,    6.5
       1303,20191004,   11.6,   4.3,      6.0,   6,    0.017,   0,   7.8,  11.4,  988.29,   10.1,   91.54,   12.6,    8.5,    7.9
       1303,20191005,    6.7,   2.4,      0.0,   0,    1.833,   0,   7.8,   9.7,  997.47,    9.2,   83.71,   12.8,    6.9,    5.7
       1303,20191006,   10.1,   4.3,     16.6,   6,    0.000,   0,   7.9,   9.7,  995.65,    8.1,   89.58,    9.8,    7.2,    6.8
       1303,20191007,    7.9,   3.2,      9.1,   6,    0.400,   0,   7.6,  10.6,  998.62,    9.5,   89.00,   12.0,    7.0,    6.2
       1303,20191008,    9.5,   3.9,      6.4,   6,    0.150,   0,   7.5,  13.6,  990.42,   12.4,   94.13,   15.4,   10.8,   10.3
       1303,20191009,   12.4,   4.8,      1.5,   6,    0.217,   0,   7.1,  11.5,  989.40,   11.4,   85.25,   13.5,    9.5,    8.2
       1303,20191010,   12.0,   4.6,      0.4,   6,    2.833,   0,   6.3,  10.7,  994.46,   11.6,   78.50,   15.1,    9.0,    8.0
       1303,20191011,   14.8,   5.0,      0.3,   6,    0.000,   0,   7.6,  12.2,  994.86,   13.9,   76.75,   16.8,   11.0,    9.7
       1303,20191012,   12.8,   4.1,      0.0,   6,    4.383,   0,   5.3,  13.8,  992.45,   15.9,   76.50,   18.5,   13.5,   12.0
       1303,20191013,   13.4,   4.5,      2.4,   6,    3.517,   0,   6.0,  17.0,  991.85,   18.8,   79.25,   23.4,   14.8,   13.1
       1303,20191014,   11.0,   3.3,      0.0,   0,    6.217,   0,   5.9,  15.2,  993.28,   17.6,   76.67,   22.3,   12.0,    9.5
       1303,20191015,    8.1,   2.5,      9.3,   6,    1.300,   0,   5.9,  14.7,  989.36,   15.5,   84.08,   19.8,   12.0,   11.6
       1303,20191016,   11.0,   3.8,      7.8,   6,    3.383,   0,   7.0,  13.4,  991.77,   12.3,   93.08,   14.6,   10.5,   10.0
       1303,20191017,   11.7,   3.2,      3.6,   6,    0.350,   0,   7.5,  14.7,  992.18,   13.4,   95.29,   15.0,   12.6,   11.4
       1303,20191018,   17.3,   4.9,      5.4,   8,    2.400,   0,   6.2,  11.6,  989.53,   12.4,   79.79,   16.4,    8.8,    8.4
       1303,20191019,   11.3,   3.9,      5.3,   6,    0.083,   0,   7.9,  12.4,  988.30,   11.7,   89.67,   13.7,   10.4,    9.2
       1303,20191020,    9.3,   2.6,      9.9,   6,    0.000,   0,   7.7,  13.0,  990.76,   11.1,   98.42,   12.2,   10.4,    9.6
       1303,20191021,   11.0,   2.9,      0.0,   0,    3.533,   0,   6.3,  12.6,  998.47,   13.3,   82.75,   17.2,   11.0,    8.5
       1303,20191022,    7.5,   2.2,      0.1,   6,    0.267,   0,   7.6,  11.6, 1005.55,   11.4,   85.88,   13.7,    9.5,    6.6
       1303,20191023,    7.5,   2.4,      0.0,   6,    4.900,   0,   5.5,  12.7,  997.36,   12.7,   86.38,   17.9,    9.7,    8.4
       1303,20191024,    8.7,   3.3,      0.0,   4,    2.767,   0,   6.5,  13.3,  991.32,   14.8,   78.88,   19.1,   11.4,   10.2
       1303,20191025,   13.0,   4.2,      0.0,   0,    4.550,   0,   4.9,  11.8, 1000.10,   13.9,   74.54,   15.7,   11.4,   10.1
       1303,20191026,   12.9,   4.7,      4.8,   6,    5.767,   0,   3.5,  12.8,  996.57,   15.9,   71.21,   19.3,   13.5,   12.1
       1303,20191027,   13.6,   3.1,      0.1,   6,    0.933,   0,   6.8,  10.3, 1001.66,    9.7,   85.25,   17.5,    4.7,    0.9
       1303,20191028,    3.8,   1.6,      0.0,   0,    4.283,   0,   4.4,   8.7, 1005.22,    7.0,   87.33,   11.4,    3.5,    0.2
       1303,20191029,    6.9,   2.4,      0.0,   0,    6.683,   0,   3.5,   8.1, 1006.96,    7.0,   81.25,   10.6,    3.8,    1.5
       1303,20191030,    6.9,   2.9,      0.0,   0,    5.417,   0,   2.3,   6.8, 1008.97,    4.4,   82.04,    8.6,    1.4,   -0.3
       1303,20191031,    5.9,   2.7,      0.0,   0,    8.767,   0,   1.0,   6.2, 1004.29,    4.0,   76.58,   10.0,   -0.6,   -2.6
       1303,20191101,   11.1,   5.3,      7.8,   6,    0.000,   0,   6.7,   9.3,  988.97,    7.5,   87.38,   11.8,    3.9,    1.9
       1303,20191102,   12.8,   4.5,      3.9,   6,    0.250,   0,   7.5,  12.5,  973.15,   12.7,   85.13,   14.3,   10.6,    9.3
       1303,20191103,   10.0,   4.5,      5.1,   6,    0.400,   0,   7.6,  11.7,  968.19,   11.3,   87.29,   14.2,    9.1,    8.4
       1303,20191104,   10.4,   3.1,      4.9,   6,    0.633,   0,   6.8,  11.2,  971.56,    9.7,   93.50,   11.6,    8.6,    7.0
       1303,20191105,    7.1,   2.2,      6.1,   6,    0.000,   0,   7.6,  10.4,  978.64,    8.2,   95.79,    9.8,    6.6,    2.7
       1303,20191106,    6.0,   1.7,      4.4,   6,    0.000,   0,   7.6,  10.0,  984.06,    7.5,   96.29,    9.0,    5.4,    1.8
       1303,20191107,   13.3,   4.4,      2.7,   6,    1.100,   0,   6.3,   9.0,  981.56,    7.4,   87.79,   10.5,    4.7,    3.0
       1303,20191108,    7.1,   1.9,      0.8,   6,    3.517,   0,   5.8,   7.9,  988.11,    6.1,   83.71,   10.3,    3.4,   -0.3
       1303,20191109,    9.1,   2.7,      0.1,   6,    0.583,   0,   5.0,   7.7,  990.16,    4.4,   92.29,    7.1,    2.2,   -0.4
       1303,20191110,    7.4,   1.6,      0.0,   6,    8.583,   0,   0.5,   6.7,  994.31,    4.1,   82.75,    9.2,    0.6,   -2.5
       1303,20191111,   15.8,   5.2,      3.2,   6,    0.083,   0,   7.5,   7.3,  988.61,    4.1,   89.29,    6.4,    1.0,    0.7
       1303,20191112,   11.0,   3.6,      2.2,   6,    0.067,   0,   4.4,   7.3,  983.58,    4.1,   88.79,    5.6,    2.2,    0.7
       1303,20191113,   11.4,   3.8,      1.0,   6,    0.000,   0,   7.1,   7.6,  982.98,    4.6,   88.33,    6.7,    2.6,    1.2
       1303,20191114,   11.7,   4.1,      0.0,   0,    0.383,   0,   6.6,   6.9,  984.25,    5.5,   77.25,    8.1,    2.9,    1.6
       1303,20191115,   10.4,   2.8,      0.0,   0,    1.017,   0,   7.5,   6.8,  983.61,    3.6,   85.71,    5.9,    1.4,    0.1
       1303,20191116,    7.9,   2.1,      0.0,   0,    3.167,   0,   6.1,   6.8,  990.35,    4.4,   81.50,    7.8,    2.2,   -0.8
       1303,20191117,    9.6,   3.0,     15.0,   6,    0.000,   0,   5.7,   6.8,  992.19,    3.1,   89.38,    4.8,    0.3,   -2.7
       1303,20191118,    9.6,   2.4,     34.2,   6,    0.000,   0,   7.8,   8.5,  988.52,    4.7,   99.21,    6.3,    2.8,    2.7
       1303,20191119,    7.7,   2.7,      4.6,   6,    0.033,   0,   6.2,   7.8,  997.89,    3.9,   97.00,    5.8,    2.4,   -1.3
       1303,20191120,    5.6,   1.9,      0.0,   0,    3.533,   0,   4.0,   6.7,  999.23,    1.8,   96.50,    4.4,   -0.8,   -2.0
       1303,20191121,    8.6,   2.8,      1.3,   6,    1.750,   0,   7.7,   6.6,  991.09,    2.5,   89.54,    6.6,   -1.3,   -1.9
       1303,20191122,    9.8,   4.1,      0.5,   6,    5.367,   0,   6.7,   8.1,  987.39,    6.1,   85.46,    8.6,    2.1,    0.2
       1303,20191123,    8.6,   2.3,      0.0,   0,    3.400,   0,   6.4,   7.6,  981.85,    5.3,   85.50,    9.7,    1.3,   -0.4
       1303,20191124,    5.0,   1.8,      0.0,   0,    4.767,   0,   5.6,   8.4,  988.53,    6.5,   86.75,   10.3,    2.3,   -0.5
       1303,20191125,    5.7,   1.7,      0.0,   6,    0.000,   0,   7.2,   9.1,  991.41,    7.0,   90.00,    8.9,    5.0,    2.9
       1303,20191126,   10.7,   4.4,      0.5,   6,    0.317,   0,   7.3,  10.2,  985.87,    9.1,   88.29,   11.1,    6.5,    4.8
       1303,20191127,   20.6,   5.1,      3.4,   6,    0.300,   0,   7.3,  10.5,  973.33,   10.3,   83.29,   11.7,    9.1,    8.5
       1303,20191128,   17.4,   6.4,      9.7,   6,    0.000,   0,   7.5,  10.5,  974.47,    9.1,   90.54,   10.8,    7.3,    6.9
       1303,20191129,    8.1,   2.1,      0.0,   0,    3.100,   0,   5.3,   7.2,  992.50,    5.1,   82.25,    7.3,    1.9,   -0.6
       1303,20191130,    5.0,   1.9,      0.0,   0,    2.400,   0,   2.8,   6.5, 1004.86,    1.3,   96.67,    3.9,   -0.5,   -2.9
       1303,20191201,    6.6,   2.7,      0.0,   0,    0.000,   0,   7.6,   5.7, 1002.82,    0.4,   91.04,    1.6,   -1.0,   -1.9
       1303,20191202,    6.0,   2.2,      2.9,   6,    0.183,   0,   6.8,   7.0, 1007.54,    2.0,   98.58,    4.6,   -1.1,   -3.5
       1303,20191203,    4.7,   1.7,      0.1,   6,    1.150,   0,   6.9,   8.6, 1009.71,    4.9,   98.33,    6.9,    2.7,    1.0
       1303,20191204,    6.9,   2.1,      0.0,   0,    7.417,   0,   0.3,   6.7, 1004.32,    3.7,   84.58,    7.4,    1.2,   -1.9
       1303,20191205,   10.8,   3.6,      0.0,   6,    3.550,   0,   3.6,   5.9, 1001.90,    1.7,   84.96,    4.0,    0.1,   -1.3
       1303,20191206,   13.9,   5.4,     13.9,   6,    0.000,   0,   7.5,   7.3,  992.44,    3.9,   88.96,    7.5,    0.8,   -0.1
       1303,20191207,   11.7,   4.8,      0.0,   6,    0.000,   0,   7.6,   9.5,  994.01,    8.0,   88.58,    8.6,    7.5,    7.0
       1303,20191208,   16.0,   6.3,      4.7,   6,    0.000,   0,   6.5,   9.1,  985.41,    8.6,   80.67,    9.9,    6.1,    4.6
       1303,20191209,   16.5,   4.8,      9.0,   6,    0.000,   0,   6.5,   8.0,  984.94,    5.9,   85.92,    7.2,    2.4,    0.6
       1303,20191210,   15.7,   4.0,      1.2,   6,    3.933,   0,   4.7,   6.3, 1003.27,    3.0,   83.38,    5.9,    0.2,   -2.0
       1303,20191211,   15.5,   3.8,      7.3,   6,    0.000,   0,   7.8,   7.5,  990.15,    3.8,   93.38,    5.0,    3.0,    1.8
       1303,20191212,   16.7,   4.9,      0.4,   8,    2.983,   0,   6.2,   6.7,  980.46,    4.0,   82.71,    5.4,    2.8,    1.5
       1303,20191213,   16.9,   5.9,     11.8,   6,    0.000,   0,   7.5,   7.2,  961.76,    3.7,   90.58,    5.6,    1.9,    0.8
       1303,20191214,   19.7,   5.4,     11.6,   8,    0.300,   0,   6.8,   7.3,  972.95,    4.7,   86.00,    6.3,    3.2,    2.4
       1303,20191215,   16.1,   5.1,      2.1,   6,    3.583,   0,   5.6,   7.6,  982.66,    6.8,   76.88,    9.3,    4.6,    2.7
       1303,20191216,    9.7,   3.3,      0.0,   6,    0.000,   0,   7.9,   9.5,  987.49,    8.0,   88.42,   10.7,    5.0,    3.3
       1303,20191217,   12.2,   4.5,      6.3,   6,    0.167,   0,   7.2,  10.3,  984.48,   12.3,   72.25,   14.3,    8.5,    7.9
       1303,20191218,   13.4,   3.7,      0.0,   0,    4.817,   0,   3.9,   9.1,  996.86,    7.8,   85.71,    9.7,    5.7,    3.4
       1303,20191219,   13.2,   6.2,      0.0,   6,    6.783,   0,   1.3,   9.7,  990.95,   12.1,   69.00,   15.1,    9.3,    7.9
       1303,20191220,   17.5,   7.0,      3.9,   6,    0.000,   0,   6.3,   9.2,  972.73,   11.0,   70.29,   12.9,    7.5,    5.3
       1303,20191221,   12.0,   4.9,      1.3,   6,    3.533,   0,   5.3,   8.0,  972.04,    7.7,   76.42,    9.0,    6.4,    4.6
       1303,20191222,   13.6,   5.6,      7.9,   6,    0.000,   0,   7.5,   9.3,  967.50,    7.4,   90.00,    8.9,    5.9,    4.9
       1303,20191223,    9.9,   4.0,      2.6,   6,    0.000,   0,   7.6,   9.2,  988.02,    6.9,   92.67,    7.7,    5.8,    4.3
       1303,20191224,   13.1,   4.9,      5.8,   6,    0.000,   0,   7.3,   9.3,  991.84,    7.2,   90.96,    9.6,    5.5,    4.0
       1303,20191225,    9.7,   2.9,      2.0,   6,    0.000,   0,   7.5,   9.4, 1000.83,    6.7,   95.54,    7.9,    5.1,    3.7
       1303,20191226,    8.3,   2.7,      0.0,   6,    0.000,   0,   7.9,   8.0, 1005.34,    5.3,   89.17,    6.1,    4.7,    3.6
       1303,20191227,    8.4,   2.8,      0.0,   0,    4.400,   0,   4.4,   6.9, 1009.90,    3.7,   86.58,    5.4,   -0.4,   -1.7
       1303,20191228,    9.0,   2.6,      0.0,   0,    2.467,   0,   4.5,   5.4, 1021.06,    0.6,   84.42,    3.3,   -2.6,   -4.6
       1303,20191229,    9.4,   3.6,      0.0,   0,    0.333,   0,   5.0,   4.3, 1018.46,    2.9,   57.75,    5.3,    0.5,   -1.1
       1303,20191230,    8.8,   3.7,      0.0,   6,    5.767,   0,   1.8,   2.9, 1012.41,    7.4,   28.42,   10.6,    4.2,    2.1
       1303,20191231,    6.9,   2.2,      0.2,   6,    0.000,   0,   5.2,   6.3, 1014.87,    3.1,   82.75,    5.5,   -0.2,   -3.2
